family,trial,state,macro_f1_mean,macro_f1_std,log_loss_mean,duration_seconds,params_json
logistic,1,COMPLETE,0.8123340674802096,0.020492240966532543,0.5535623480903401,6.558924,"{""c"": 4.491175978832286}"
logistic,2,COMPLETE,0.7995791395106746,0.02760291885552781,0.5565092700668076,8.161904,"{""c"": 15.485810596057284}"
logistic,3,COMPLETE,0.8360857258188328,0.01652544362228453,0.39155790439832844,1.600625,"{""c"": 0.011716279920648508}"
logistic,4,COMPLETE,0.8362499326864047,0.016632894034798982,0.39161787604157855,1.608057,"{""c"": 0.012058433466791066}"
logistic,5,COMPLETE,0.8274889926895899,0.02101571006839932,0.41366279093928565,1.015133,"{""c"": 0.0025165112406931324}"
logistic,6,COMPLETE,0.8397051887197108,0.012103197821637815,0.3529985226987329,5.016957,"{""c"": 0.4673624074511567}"
logistic,7,COMPLETE,0.8244453410412289,0.019620747981067423,0.42826324669709,0.887436,"{""c"": 0.0012785143198824108}"
logistic,8,COMPLETE,0.8367333768134828,0.01614618285358029,0.38911421313192546,1.339388,"{""c"": 0.014401461523154942}"
logistic,9,COMPLETE,0.8305789583024709,0.023987209257507774,0.36088650457517346,5.633321,"{""c"": 0.47900005983749055}"
logistic,10,COMPLETE,0.8342766828482362,0.018168037984469098,0.3967293132939908,1.534109,"{""c"": 0.007771819041129041}"
logistic,11,COMPLETE,0.7501644529115934,0.0349958275572915,0.7865492766302928,8.960735,"{""c"": 64.1061358989465}"
